tt0000862	3	nm0386036	actor	\N	["Fader Loriot"]
tt0000862	4	nm0511080	actor	\N	["Blegnæb"]
tt0000862	5	nm0878467	director	\N	\N
tt0000862	6	nm0957652	writer	novel "L'Assommoir"	\N
tt0000862	7	nm0535230	cinematographer	\N	\N
tt0000862	8	nm0526190	production_designer	\N	\N
tt0000862	9	nm5188470	actor	\N	["Vært"]
tt0000867	1	nm0023107	director	\N	\N
tt0000868	1	nm0005717	director	\N	\N
tt0000869	1	nm0005717	director	\N	\N
tt0000879	1	nm1747784	self	\N	["Self"]
tt0000879	2	nm2681099	self	\N	["Self"]
tt0000879	3	nm0023107	director	\N	\N
tt0000886	1	nm0609814	actor	\N	["Hamlet"]
tt0000886	2	nm0099901	director	\N	\N
tt0000886	3	nm0000636	writer	play	\N
tt0000941	1	nm0034453	actor	\N	\N
tt0000941	2	nm0140054	actor	\N	\N
tt0000941	3	nm0243918	actor	\N	\N
tt0000941	4	nm0294022	actress	\N	\N
tt0000941	5	nm0063413	director	\N	\N
tt0000941	6	nm0550220	director	\N	\N
tt0000941	7	nm0848502	writer	play	\N
tt0000947	1	nm0488932	actor	\N	\N
tt0000947	2	nm0814379	actress	\N	\N
tt0000959	1	nm0185426	director	\N	\N
tt0000959	2	nm0870831	cinematographer	\N	\N
tt0000984	1	nm0023107	director	\N	\N
tt0001007	1	nm0185426	director	\N	\N
tt0001007	2	nm0870831	cinematographer	\N	\N
tt0001010	1	nm0185426	director	\N	\N
tt0001010	2	nm0870831	cinematographer	\N	\N
tt0001028	1	nm0294276	director	\N	\N
tt0001028	2	nm0378408	producer	producer	\N
tt0001043	1	nm0294276	director	\N	\N
tt0001049	10	nm1834127	actress	\N	["Palle"]
tt0001049	1	nm0104856	actor	\N	["Tam"]
tt0001049	2	nm0251436	actor	\N	\N
tt0001049	3	nm0280746	actress	\N	\N
tt0001049	4	nm0526190	actor	\N	["Gøngehøvdingen"]
tt0001049	5	nm0022607	director	\N	\N
tt0001049	6	nm0535230	cinematographer	\N	\N
tt0001049	7	nm5188470	actor	\N	["Ib"]
tt0001049	8	nm5217890	actor	\N	["Mogens Krabbe"]
tt0001049	9	nm0762935	actress	\N	\N
tt0001051	1	nm0063413	director	\N	\N
tt0001051	2	nm0550220	director	\N	\N
tt0001059	1	nm0826298	director	\N	\N
tt0001069	1	nm0185426	director	\N	\N
tt0001069	2	nm0870831	cinematographer	\N	\N
tt0001080	1	nm0294276	director	\N	\N
tt0001081	1	nm0185426	director	\N	\N
tt0001081	2	nm0870831	cinematographer	\N	\N
tt0001082	1	nm0023107	director	\N	\N
tt0001101	1	nm0923594	actor	\N	\N
tt0001101	2	nm0923603	director	\N	\N
tt0001109	1	nm0304098	writer	\N	\N
tt0001112	1	nm0135493	actor	\N	["Hamlet"]
tt0001112	2	nm0143332	actress	\N	\N
tt0001112	3	nm0143333	director	\N	\N
tt0001112	4	nm0000636	writer	play "Hamlet"	\N
tt0001113	1	nm0159015	director	\N	\N
tt0001115	10	nm0630641	actress	\N	["Dansemusen"]
tt0001115	1	nm0064953	actor	\N	["Chief of Police"]
tt0001115	2	nm0085066	actor	\N	["Pariserdrengen"]
tt0001115	3	nm0169878	actor	\N	["Svi-Svi"]
tt0001115	4	nm0299757	actor	\N	["Røret"]
tt0001115	5	nm0375839	director	\N	\N
tt0001115	6	nm0306604	writer	\N	\N
tt0001115	7	nm1834296	actor	\N	\N
tt0001115	8	nm0539049	actor	\N	\N
tt0001115	9	nm0627140	actor	\N	\N
tt0001116	10	nm0736379	actress	\N	\N
tt0001116	1	nm0064953	actor	\N	\N
tt0001116	2	nm0085066	actor	\N	\N
tt0001116	3	nm0169878	actor	\N	\N
tt0001116	4	nm0299757	actor	\N	\N
tt0001116	5	nm0375839	director	\N	\N
tt0001116	6	nm0306604	actor	\N	\N
tt0001116	7	nm0539049	actor	\N	\N
tt0001116	8	nm0627140	actor	\N	\N
tt0001116	9	nm0630641	actress	\N	\N
tt0001122	1	nm0154988	actress	\N	\N
tt0001122	2	nm0167461	actor	\N	\N
tt0001122	3	nm0756543	actor	\N	\N
tt0001122	4	nm0941542	actor	\N	\N
tt0001122	5	nm0605942	director	\N	\N
tt0001122	6	nm0304098	writer	\N	\N
tt0001122	7	nm0051304	writer	short story "L'auberge rouge"	\N
tt0001141	1	nm0666972	director	\N	\N
tt0001142	1	nm0294276	director	\N	\N
tt0001159	1	nm0597995	actor	\N	\N
tt0001175	10	nm0620586	producer	producer	\N
tt0001175	1	nm0076800	actress	\N	["Marguerite Gauthier"]
tt0001175	2	nm0854414	actor	\N	["Armand Duval"]
tt0001175	3	nm0135053	actor	\N	["Sadoul"]
tt0001175	4	nm0363465	actor	\N	\N
tt0001175	5	nm0130633	director	\N	\N
tt0001175	6	nm0580197	director	\N	\N
tt0001175	7	nm0693516	director	\N	\N
tt0001175	8	nm0241414	writer	novel and play "La dame aux camélias"	\N
tt0001175	9	nm0216066	producer	producer	\N
tt0001179	1	nm0023107	director	\N	\N
tt0001184	1	nm0699807	actress	\N	\N
tt0001184	2	nm0735618	actor	\N	\N
tt0001184	3	nm0063413	director	\N	\N
tt0001184	4	nm0550220	director	\N	\N
tt0001184	5	nm0049370	writer	play	\N
tt0001184	6	nm0063412	cinematographer	\N	\N
tt0001203	1	nm0005717	director	\N	\N
tt0001230	1	nm0002503	actor	\N	\N
tt0001240	10	nm1266474	actor	\N	\N
tt0001240	1	nm0627274	actor	\N	["Hamlet"]
tt0001240	2	nm0381005	actor	\N	["Claudius"]
tt0001240	3	nm0478475	actress	\N	["Gertrude"]
tt0001240	4	nm0762935	actress	\N	["Ophelia"]
tt0001240	5	nm0088881	director	\N	\N
tt0001240	6	nm0000636	writer	play	\N
tt0001240	7	nm1267460	actor	\N	["Laertes"]
tt0001240	8	nm1266292	actor	\N	["Horatio"]
tt0001240	9	nm0742120	actor	\N	\N
tt0001247	1	nm0294276	director	\N	\N
tt0001277	1	nm0169878	actor	\N	["Salomon Baadsmand"]
tt0001277	2	nm0299757	actor	\N	["Landsforræder"]
tt0001277	3	nm0736379	actress	\N	["Ung Jomfru"]
tt0001277	4	nm0772788	actor	\N	["Kapergasten"]
tt0001277	5	nm0375839	writer	\N	\N
tt0001277	6	nm5190017	cinematographer	\N	\N
tt0001285	1	nm0366742	actor	\N	["Moses"]
tt0001285	2	nm0037789	actress	\N	\N
tt0001285	3	nm0401967	actor	\N	\N
tt0001285	4	nm0448682	actor	\N	\N
tt0001285	5	nm0085865	director	\N	\N
tt0001285	6	nm0676645	writer	\N	\N
tt0001285	7	nm0836316	writer	\N	\N
tt0001285	8	nm0832458	actress	\N	\N
tt0001338	1	nm0471787	director	\N	\N
tt0001338	2	nm0698839	writer	screenplay	\N
tt0001338	3	nm0324690	writer	short story	\N
tt0001341	1	nm1024681	actor	\N	["Tobiás"]
tt0001341	2	nm0782422	actor	\N	["Oskar"]
tt0001341	3	nm0295457	actress	\N	["Lilly"]
tt0001341	4	nm0218175	actress	\N	["Landlady"]
tt0001341	5	nm0471818	cinematographer	\N	\N
tt0001341	6	nm0952034	actor	\N	["Forester"]
tt0001341	7	nm0468351	actor	\N	["Landlord"]
tt0001353	1	nm0135052	director	\N	\N
tt0001353	2	nm0304098	writer	\N	\N
tt0001364	1	nm0159015	director	\N	\N
tt0001364	2	nm0036298	writer	play	\N
tt0001364	3	nm11468708	writer	play	\N
tt0001366	1	nm0159015	director	\N	\N
tt0001370	1	nm0764002	actor	\N	["D. Pedro I"]
tt0001370	2	nm0105501	actor	\N	["D. Afonso IV"]
tt0001370	3	nm0896618	actress	\N	["Ines de Castro"]
tt0001370	4	nm0182214	producer	producer	\N
tt0001379	1	nm0294276	director	\N	\N
tt0001382	1	nm0182052	director	\N	\N
tt0001386	1	nm0304098	writer	\N	\N
tt0001422	1	nm0001908	actor	\N	\N
tt0001440	10	nm0539049	actor	\N	["Graf Otto"]
tt0001440	1	nm0064953	actor	\N	\N
tt0001440	2	nm0085066	actor	\N	["Bödvar"]
tt0001440	3	nm1434907	actress	\N	["Page"]
tt0001440	4	nm0169878	actor	\N	["Westhard"]
tt0001440	5	nm0375839	director	\N	\N
tt0001440	6	nm1206972	writer	novel	\N
tt0001440	7	nm2150938	cinematographer	\N	\N
tt0001440	8	nm0299757	actor	\N	["Valdemar Sejr"]
tt0001440	9	nm0332028	actress	\N	\N
tt0001475	1	nm0836458	actress	\N	\N
tt0001475	2	nm1616439	actor	\N	\N
tt0001475	3	nm1617025	actor	\N	\N
tt0001475	4	nm1714653	actor	\N	\N
tt0001475	5	nm0108345	director	\N	\N
tt0001475	6	nm0207512	cinematographer	\N	\N
tt0001495	1	nm0294276	director	\N	\N
tt0001498	1	nm0095809	actor	\N	["Lord Nelson"]
tt0001498	2	nm0697944	actor	\N	["Lieutenant Prescott"]
tt0001498	3	nm0330280	actor	\N	["Captain Hardy"]
tt0001498	4	nm0644728	actor	\N	["The Ship's Surgeon"]
tt0001498	5	nm0205986	director	\N	\N
tt0001498	6	nm0007239	cinematographer	\N	\N
tt0001498	7	nm0768187	actress	\N	["Lt. Prescott's Fiancée"]
tt0001498	8	nm1372000	actor	\N	["Undetermined Role"]
tt0001515	1	nm0408436	director	\N	\N
tt0001530	1	nm0738202	actor	\N	["Edgar Dalmore","Captain Midnight"]
tt0001530	2	nm0198972	actress	\N	["Elsa"]
tt0001530	3	nm0519315	actor	\N	\N
tt0001530	4	nm0528022	actress	\N	\N
tt0001530	5	nm0383382	cinematographer	\N	\N
tt0001531	1	nm0198972	actress	\N	\N
tt0001531	2	nm0528022	actress	\N	\N
tt0001531	3	nm0627427	actor	\N	\N
tt0001531	4	nm0738202	actor	\N	["Captain Starlight"]
tt0001531	5	nm0092809	writer	novel "Robbery Under Arms"	\N
tt0001531	6	nm1010943	writer	play	\N
tt0001531	7	nm1014629	producer	producer	\N
tt0001531	8	nm0383382	cinematographer	\N	\N
tt0001531	9	nm0909492	actor	\N	\N
tt0001586	1	nm0681933	actress	\N	\N
tt0001586	2	nm0408436	director	\N	\N
tt0001592	10	nm1458590	actress	\N	\N
tt0001592	1	nm0690702	actress	\N	["Ebba","Sophie"]
tt0001592	2	nm0740463	actor	\N	["Geheimraaden","Geheimrat"]
tt0001592	3	nm0927690	actor	\N	["Sohn Edgar"]
tt0001592	4	nm0478475	actress	\N	["Geheimratsehefrau"]
tt0001592	5	nm0088881	director	\N	\N
tt0001592	6	nm0491503	writer	\N	\N
tt0001592	7	nm0676978	actress	\N	["Lily"]
tt0001592	8	nm0647719	actor	\N	["Laege"]
tt0001592	9	nm1532213	actress	\N	\N
tt0001602	10	nm0728158	actor	\N	\N
tt0001602	1	nm0136241	actress	\N	\N
tt0001602	2	nm0216941	actor	\N	\N
tt0001602	3	nm0239263	actress	\N	\N
tt0001602	4	nm0260771	actor	\N	\N
tt0001602	5	nm0118272	director	\N	\N
tt0001602	6	nm0736464	director	\N	\N
tt0001602	7	nm0037414	cinematographer	\N	\N
tt0001602	8	nm0312146	actress	\N	\N
tt0001602	9	nm0328322	actor	\N	\N
tt0001603	10	nm5239890	actor	\N	["Gram"]
tt0001603	1	nm5239866	actress	\N	["Liljan"]
tt0001603	2	nm0227602	actor	\N	["Erik"]
tt0001603	3	nm0511223	actor	\N	["Peter"]
tt0001603	4	nm0512539	actor	\N	["S. Petersen"]
tt0001603	5	nm0511155	director	\N	\N
tt0001603	6	nm0406094	writer	\N	\N
tt0001603	7	nm0583207	actor	\N	["Johannes von Falck"]
tt0001603	8	nm5239860	actress	\N	["Anitta"]
tt0001603	9	nm0927374	actress	\N	["Mrs. Petersen"]
tt0001604	10	nm0528022	actress	\N	["Mabel Wilson"]
tt0001604	1	nm0030667	actor	\N	["Frankie"]
tt0001604	2	nm0163519	actress	\N	["Cora Williams"]
tt0001604	3	nm0181848	actor	\N	["Toto"]
tt0001604	4	nm0254852	actor	\N	["Constable O'Reilly"]
tt0001604	5	nm0519315	director	\N	\N
tt0001604	6	nm0383329	cinematographer	\N	\N
tt0001604	7	nm0272340	actress	\N	["Bridget"]
tt0001604	8	nm0328760	actor	\N	\N
tt0001604	9	nm0376556	actor	\N	["Reverend Dr Lanceford"]
tt0001614	1	nm0227602	actor	\N	["Fritz"]
tt0001614	2	nm0119164	actress	\N	["Aimee"]
tt0001614	3	nm0160233	actress	\N	["Louise"]
tt0001614	4	nm0742120	actor	\N	["Adolphe"]
tt0001614	5	nm1003261	director	\N	\N
tt0001614	6	nm0511155	director	\N	\N
tt0001614	7	nm0051911	writer	story "Les quatres diables"	\N
tt0001628	1	nm0848232	actress	\N	\N
tt0001630	10	nm0631025	actress	\N	["Stubenmädchen Mizi"]
tt0001630	1	nm0003425	actress	\N	["Miss May"]
tt0001630	2	nm0585785	actor	\N	["Sir John Wolton"]
tt0001630	3	nm1270556	actress	\N	["Miss Hobbs"]
tt0001630	4	nm0707778	actor	\N	["Mr. Herbert Bruce"]
tt0001630	5	nm0300487	director	\N	\N
tt0001630	6	nm0005869	cinematographer	\N	\N
tt0001630	7	nm0166547	actor	\N	["Max"]
tt0001630	8	nm1495634	actress	\N	["Maxs Braut Grete"]
tt0001630	9	nm0473134	actor	\N	\N
tt0001648	1	nm0949565	director	\N	\N
tt0001648	2	nm0672885	cinematographer	\N	\N
tt0001706	1	nm0001908	actor	\N	["Broncho Billy"]
tt0001706	2	nm0138771	actor	\N	\N
tt0001706	3	nm0865178	actor	\N	\N
tt0001706	4	nm0693055	actor	\N	\N
tt0001706	5	nm0639631	actor	\N	\N
tt0001706	6	nm0533615	actor	\N	\N
tt0001711	1	nm0009872	actor	\N	\N
tt0001711	2	nm0002161	actor	\N	\N
tt0001711	3	nm0166433	actress	\N	\N
tt0001711	4	nm0179557	actress	\N	\N
tt0001711	5	nm0388674	director	\N	\N
tt0001711	6	nm0582268	producer	producer	\N
tt0001711	7	nm0372992	cinematographer	\N	\N
tt0001711	8	nm0723801	actress	\N	\N
tt0001711	9	nm1356916	actress	\N	\N
tt0001712	1	nm0054884	actress	\N	["Jane Shore"]
tt0001712	2	nm0288616	director	\N	\N
tt0001712	3	nm1071095	writer	play	\N
tt0001716	1	nm0294276	director	\N	\N
tt0001731	1	nm0198972	actress	\N	\N
tt0001731	2	nm0519315	actor	\N	["Gabbett"]
tt0001731	3	nm0528022	actress	\N	\N
tt0001731	4	nm0738202	director	\N	\N
tt0001731	5	nm0164888	writer	novel "For the Term of His Natural Life"	\N
tt0001731	6	nm0383382	cinematographer	\N	\N
tt0001756	1	nm0034454	actor	\N	\N
tt0001756	2	nm0034548	actor	\N	\N
tt0001756	3	nm0679170	actor	\N	\N
tt0001756	4	nm0688764	actress	\N	\N
tt0001756	5	nm0005717	director	\N	\N
tt0001756	6	nm0611814	director	\N	\N
tt0001764	1	nm0023107	director	\N	\N
tt0001778	1	nm0742633	writer	\N	\N
tt0001785	1	nm0738202	director	\N	\N
tt0001790	10	nm1761548	cinematographer	\N	\N
tt0001790	1	nm0470307	actor	\N	["Jean Valjean"]
tt0001790	2	nm0959921	actor	\N	["Javert"]
tt0001790	3	nm0893346	actress	\N	["Fantine Thénardier"]
tt0001790	4	nm0592965	actress	\N	["Éponine Thénardier"]
tt0001790	5	nm0135052	director	\N	\N
tt0001790	6	nm0135053	writer	adaptation	\N
tt0001790	7	nm0401076	writer	novel	\N
tt0001790	8	nm0213989	producer	producer	\N
tt0001790	9	nm0286189	cinematographer	\N	\N
tt0001803	1	nm13903996	actor	\N	\N
tt0001803	2	nm0511143	director	\N	\N
tt0001803	3	nm0401744	writer	novel	\N
tt0001803	4	nm0675239	cinematographer	\N	\N
tt0001812	1	nm0207207	actress	\N	["Iocasta"]
tt0001812	2	nm0294276	actor	\N	["Oedipus"]
tt0001812	3	nm0814668	writer	play	\N
tt0001826	1	nm0511729	actor	\N	\N
tt0001826	2	nm0002001	actor	\N	\N
tt0001889	1	nm0143865	actress	\N	["Jeanne his Wife"]
tt0001889	2	nm0159725	actor	\N	["Ravaud, blind organist"]
tt0001889	3	nm0483943	actor	\N	["Ali Baba"]
tt0001889	4	nm0539045	actress	\N	["Ravauds Daughter"]
tt0001889	5	nm0727484	director	\N	\N
tt0001889	6	nm0742120	writer	\N	\N
tt0001889	7	nm2542283	actor	\N	\N
tt0001889	8	nm0772797	actor	\N	\N
tt0001892	10	nm2325688	actress	\N	\N
tt0001892	1	nm0003425	actress	\N	["Stella"]
tt0001892	2	nm0699637	actor	\N	["Grev Johan Waldberg"]
tt0001892	3	nm0375839	actor	\N	["Hofjuveler A. Hirsch"]
tt0001892	4	nm0016799	actor	\N	\N
tt0001892	5	nm0300487	director	\N	\N
tt0001892	6	nm2131092	writer	screenplay	\N
tt0001892	7	nm0423762	cinematographer	\N	\N
tt0001892	8	nm0005869	cinematographer	\N	\N
tt0001892	9	nm0282348	actor	\N	\N
tt0001911	1	nm0829692	actress	\N	["Nell Gwynne"]
tt0001911	2	nm0627427	actor	\N	["King Charles II"]
tt0001911	3	nm0492661	actor	\N	["Lord Jeffries"]
tt0001911	4	nm0167411	actor	\N	["Lord Rochester"]
tt0001911	5	nm0519315	director	\N	\N
tt0001911	6	nm0233512	writer	play	\N
tt0001911	7	nm0450440	writer	play	\N
tt0001911	8	nm0615670	producer	producer	\N
tt0001911	9	nm0383382	cinematographer	\N	\N
tt0001914	1	nm0003425	actress	\N	["Hanna Meyer"]
tt0001914	2	nm0917744	actor	\N	["Junger Maler Marten"]
tt0001914	3	nm0016799	actor	\N	["Vater Meyer"]
tt0001914	4	nm0783027	actor	\N	["Maler Prof. Harlow"]
tt0001914	5	nm0300487	director	\N	\N
tt0001914	6	nm0837183	writer	novel	\N
tt0001914	7	nm0005869	cinematographer	\N	\N
tt0001914	8	nm0937377	actor	\N	["Hans Braun"]
tt0001914	9	nm9507151	actress	\N	["Tochter Fanny Harlow"]
tt0001920	1	nm0023107	director	\N	\N
tt0001964	10	nm0932878	actor	\N	\N
tt0001964	1	nm0003425	actress	\N	["Yvonne"]
tt0001964	2	nm0643138	actor	\N	["Marquis de Bougival"]
tt0001964	3	nm0883519	actor	\N	["Lieutenant von Mallwitz"]
tt0001964	4	nm0016799	actor	\N	["Vujrat, leader of the partisans"]
tt0001964	5	nm0300487	director	\N	\N
tt0001964	6	nm0954390	writer	\N	\N
tt0001964	7	nm0005869	cinematographer	\N	\N
tt0001964	8	nm0036060	production_designer	\N	\N
tt0001964	9	nm0666749	actor	\N	\N
tt0001965	1	nm0087250	director	\N	\N
tt0001965	2	nm0037414	cinematographer	\N	\N
tt0001965	3	nm0309186	cinematographer	\N	\N
tt0001992	1	nm0691995	actress	\N	\N
tt0001992	2	nm0350695	director	\N	\N
tt0001993	1	nm0605942	director	\N	\N
tt0001993	2	nm0304098	writer	\N	\N
tt0001998	1	nm0325670	director	\N	\N
tt0002001	1	nm0459142	self	\N	["Self"]
tt0002019	1	nm0168503	director	\N	\N
tt0002022	1	nm0538779	actor	\N	\N
tt0002022	2	nm0789401	actor	\N	\N
tt0002022	3	nm0698839	director	\N	\N
tt0002022	4	nm0028916	writer	play	\N
tt0002022	5	nm0900111	cinematographer	\N	\N
tt0002026	10	nm0115982	actor	\N	["Annys far"]
tt0002026	1	nm0418086	actress	\N	["Anny"]
tt0002026	2	nm0027708	actor	\N	["Willmann, grossereren"]
tt0002026	3	nm0526167	actress	\N	["Grossererens kone"]
tt0002026	4	nm0959066	actor	\N	["Grossererens sønn"]
tt0002026	5	nm0259235	director	\N	\N
tt0002026	6	nm0084804	producer	producer	\N
tt0002026	7	nm0064944	actor	\N	["Snapp, bankkasserer"]
tt0002026	8	nm0348052	actress	\N	["Annys veninne"]
tt0002026	9	nm0959065	actress	\N	["Annys mor"]
tt0002031	1	nm0007221	actor	\N	["Orlando"]
tt0002031	2	nm0169078	actress	\N	["Rosalind"]
tt0002031	3	nm0857302	actress	\N	["Celia"]
tt0002031	4	nm0850033	actress	\N	["Phoebe - A Shepherdess"]
tt0002031	5	nm0085865	director	\N	\N
tt0002031	6	nm0448682	director	\N	\N
tt0002031	7	nm0949648	director	\N	\N
tt0002031	8	nm0000636	writer	play	\N
tt0002031	9	nm0119138	producer	producer	\N
tt0002039	1	nm0229629	cinematographer	\N	\N
tt0002044	1	nm0294276	director	\N	\N
tt0002046	1	nm0168503	director	\N	\N
tt0002046	2	nm0191133	cinematographer	\N	\N
tt0002060	1	nm0126594	actor	\N	["Bernát"]
tt0002060	2	nm0434130	actor	\N	["A hocsis"]
tt0002060	3	nm1046841	actress	\N	["Bermátné"]
tt0002060	4	nm0351331	director	\N	\N
tt0002060	5	nm0375871	writer	\N	\N
tt0002060	6	nm12667783	producer	producer	\N
tt0002060	7	nm12667782	producer	producer	\N
tt0002060	8	nm12670640	cinematographer	\N	\N
tt0002088	1	nm1760538	actress	\N	["Soror Rufina"]
tt0002088	2	nm2139851	actress	\N	["Carlotta Angela"]
tt0002088	3	nm1553125	actor	\N	\N
tt0002088	4	nm0851633	director	\N	\N
tt0002089	1	nm0294276	director	\N	\N
tt0002089	2	nm0617737	writer	novel "Carmen"	\N
tt0002094	1	nm0294276	director	\N	\N
tt0002101	10	nm0906610	actor	\N	["Venditius - a Roman Soldier"]
tt0002101	1	nm0306947	actress	\N	["Cleopatra - Queen of Egypt"]
tt0002101	2	nm0801774	actress	\N	["Iras - An Attendant"]
tt0002101	3	nm0276160	actress	\N	["Charmian - An Attendant"]
tt0002101	4	nm0733482	actress	\N	["Octavia - Wife of Antony"]
tt0002101	5	nm0309130	director	\N	\N
tt0002101	6	nm0765026	writer	adapted from the play by	\N
tt0002101	7	nm0182557	actress	\N	["Nicola - a Child"]
tt0002101	8	nm1950505	actor	\N	["Antony - a Triumvir and General"]
tt0002101	9	nm0397513	actor	\N	["Pharon - a Greek Slave and Fisherman"]
tt0002102	1	nm0408436	director	\N	\N
tt0002109	1	nm0408436	director	\N	\N
tt0002115	1	nm0304098	writer	\N	\N
tt0002119	1	nm0898366	actor	\N	\N
tt0002119	2	nm0738202	director	\N	\N
tt0002130	10	nm1376180	production_designer	\N	\N
tt0002130	1	nm0660139	actor	\N	["Dante Alighieri"]
tt0002130	2	nm0685283	actor	\N	["Virgilio"]
tt0002130	3	nm0209738	actor	\N	["Farinata degli Uberti","Pier delle Vigne","Il conte Ugolino"]
tt0002130	4	nm3942815	actor	\N	["Il conte Ugolino"]
tt0002130	5	nm0078205	director	\N	\N
tt0002130	6	nm0655824	director	\N	\N
tt0002130	7	nm0019604	writer	poem "La Divina Commedia"	\N
tt0002130	8	nm1374692	composer	\N	\N
tt0002130	9	nm1376296	cinematographer	\N	\N
tt0002131	1	nm0884879	director	\N	\N
tt0002140	1	nm0898366	actor	\N	\N
tt0002140	2	nm0738202	director	\N	\N
tt0002152	1	nm2543207	actress	\N	\N
tt0002152	2	nm0624652	actor	\N	\N
tt0002152	3	nm5168498	writer	\N	\N
tt0002153	10	nm0699637	actor	\N	["Grev Willy von Rosenörn"]
tt0002153	1	nm0159779	actor	\N	["Sagfører"]
tt0002153	2	nm0381005	actor	\N	["Cirkusdirektør Winge"]
tt0002153	3	nm0385541	actress	\N	\N
tt0002153	4	nm0414716	actor	\N	["Gamle John - tjener hos greven"]
tt0002153	5	nm0773654	director	\N	\N
tt0002153	6	nm0458071	writer	\N	\N
tt0002153	7	nm1069712	actress	\N	\N
tt0002153	8	nm1266474	actor	\N	["Cirkusrytter"]
tt0002153	9	nm0647719	actor	\N	["Værtshusgæst"]
tt0002156	1	nm0684029	actor	\N	\N
tt0002156	2	nm0005717	director	\N	\N
tt0002157	1	nm0488932	actor	\N	["Boss Huller"]
tt0002157	2	nm0872326	actress	\N	["Bertha-Marie"]
tt0002157	3	nm0775568	actor	\N	["Artinelli"]
tt0002157	4	nm0903955	actress	\N	\N
tt0002157	5	nm0390586	writer	novel	\N
tt0002157	6	nm0527617	cinematographer	\N	\N
tt0002163	10	nm0296193	cinematographer	\N	\N
tt0002163	1	nm0691995	actress	\N	["Eva Düren"]
tt0002163	2	nm0509573	actor	\N	["Graf Elimar"]
tt0002163	3	nm0549989	actor	\N	["Johannes Hartwig"]
tt0002163	4	nm0723801	actress	\N	["Frau Hartwig"]
tt0002163	5	nm0823150	director	\N	\N
tt0002163	6	nm0903959	writer	play	\N
tt0002163	7	nm0582268	producer	producer	\N
tt0002163	8	nm1992222	composer	\N	\N
tt0002163	9	nm1993235	composer	\N	\N
